subscription_id,customer_id,plan_name,subscription_status,start_date,end_date,monthly_price
958,958,BASIC,ACTIVE,2026-03-24,,999.00
959,959,BASIC,ACTIVE,2025-10-14,,999.00
960,960,BASIC,ACTIVE,2026-03-01,,999.00
961,961,BASIC,ACTIVE,2026-04-05,,999.00
962,962,BASIC,ACTIVE,2026-02-23,,999.00
963,963,BASIC,ACTIVE,2025-08-20,,999.00
964,964,BASIC,CANCELLED,2026-03-21,2026-08-21,999.00
965,965,ENTERPRISE,CANCELLED,2025-11-02,2026-04-16,9999.00
966,966,PRO,ACTIVE,2025-07-22,,2499.00
967,967,PRO,CANCELLED,2026-04-26,2026-05-09,2499.00
968,968,PRO,ACTIVE,2026-03-14,,2499.00
969,969,BASIC,ACTIVE,2025-11-19,,999.00
970,970,BASIC,ACTIVE,2026-05-26,,999.00
971,971,PRO,ACTIVE,2026-05-04,,2499.00
972,972,FREE,ACTIVE,2025-07-28,,0.00
973,973,PRO,CANCELLED,2026-03-20,2026-08-12,2499.00
974,974,BASIC,ACTIVE,2025-02-16,,999.00
975,975,BASIC,EXPIRED,2026-07-06,2026-08-05,999.00
976,976,BASIC,ACTIVE,2026-06-29,,999.00
977,977,BASIC,ACTIVE,2026-06-25,,999.00
978,978,FREE,ACTIVE,2025-11-28,,0.00
979,979,BASIC,ACTIVE,2025-11-26,,999.00
980,980,BASIC,ACTIVE,2026-04-23,,999.00
981,981,PRO,EXPIRED,2026-08-01,2026-08-04,2499.00
982,982,BASIC,ACTIVE,2025-05-07,,999.00
983,983,PRO,EXPIRED,2026-06-16,2026-07-30,2499.00
984,984,PRO,ACTIVE,2025-09-07,,2499.00
985,985,PRO,ACTIVE,2026-03-10,,2499.00
986,986,PRO,CANCELLED,2026-04-27,2026-07-22,2499.00
987,987,BASIC,ACTIVE,2026-01-04,,999.00
988,988,BASIC,ACTIVE,2026-05-21,,999.00
989,989,ENTERPRISE,ACTIVE,2025-08-21,,9999.00
990,990,PRO,ACTIVE,2025-12-23,,2499.00
991,991,PRO,CANCELLED,2026-06-19,2026-08-14,2499.00
992,992,PRO,ACTIVE,2026-01-01,,2499.00
993,993,ENTERPRISE,ACTIVE,2025-07-17,,9999.00
994,994,PRO,EXPIRED,2026-05-24,2026-06-20,2499.00
995,995,PRO,ACTIVE,2026-05-13,,2499.00
996,996,BASIC,ACTIVE,2026-07-26,,999.00
997,997,PRO,ACTIVE,2025-05-03,,2499.00
998,998,PRO,ACTIVE,2025-09-02,,2499.00
999,999,BASIC,EXPIRED,2026-04-04,2026-08-17,999.00
1000,1000,PRO,CANCELLED,2026-07-24,2026-08-28,2499.00
